,frame,dominant_emotion,emotion_scores
324,325,neutral,"{'angry': np.float32(0.0013629403), 'disgust': np.float32(6.4037203e-10), 'fear': np.float32(0.016852032), 'happy': np.float32(0.03795303), 'sad': np.float32(0.15718526), 'surprise': np.float32(0.00011085863), 'neutral': np.float32(99.78654)}"
325,326,neutral,"{'angry': np.float32(0.010797878), 'disgust': np.float32(4.283359e-09), 'fear': np.float32(0.070153736), 'happy': np.float32(0.050658394), 'sad': np.float32(0.1432859), 'surprise': np.float32(0.0016119238), 'neutral': np.float32(99.72349)}"
326,327,neutral,"{'angry': np.float32(0.04300868), 'disgust': np.float32(1.3528792e-07), 'fear': np.float32(0.37101874), 'happy': np.float32(0.367106), 'sad': np.float32(0.2025884), 'surprise': np.float32(0.06954778), 'neutral': np.float32(98.94673)}"
327,328,neutral,"{'angry': np.float32(0.017299265), 'disgust': np.float32(1.1110954e-07), 'fear': np.float32(0.17566763), 'happy': np.float32(0.15708624), 'sad': np.float32(0.33888978), 'surprise': np.float32(0.0042014774), 'neutral': np.float32(99.306854)}"
328,329,neutral,"{'angry': np.float32(0.059318203), 'disgust': np.float32(8.2431137e-07), 'fear': np.float32(0.29937756), 'happy': np.float32(0.27142757), 'sad': np.float32(0.30073452), 'surprise': np.float32(0.01902162), 'neutral': np.float32(99.05011)}"
329,330,neutral,"{'angry': np.float32(0.051896144), 'disgust': np.float32(8.5483975e-08), 'fear': np.float32(0.12934215), 'happy': np.float32(0.095758244), 'sad': np.float32(0.14389446), 'surprise': np.float32(0.013917914), 'neutral': np.float32(99.565186)}"
330,331,happy,"{'angry': np.float32(0.0036371232), 'disgust': np.float32(4.6998768e-08), 'fear': np.float32(0.26378298), 'happy': np.float32(96.64962), 'sad': np.float32(0.0007698773), 'surprise': np.float32(3.0160644), 'neutral': np.float32(0.06612605)}"
331,332,happy,"{'angry': np.float32(0.008972099), 'disgust': np.float32(1.7169171e-07), 'fear': np.float32(0.1056975), 'happy': np.float32(96.965096), 'sad': np.float32(0.0011931532), 'surprise': np.float32(2.8070972), 'neutral': np.float32(0.111948244)}"
332,333,neutral,"{'angry': np.float32(0.06911466), 'disgust': np.float32(7.1654927e-07), 'fear': np.float32(0.31505466), 'happy': np.float32(0.1402182), 'sad': np.float32(0.58613724), 'surprise': np.float32(0.005932058), 'neutral': np.float32(98.88354)}"
333,334,neutral,"{'angry': np.float32(0.20189972), 'disgust': np.float32(3.2078735e-06), 'fear': np.float32(1.003612), 'happy': np.float32(0.4153206), 'sad': np.float32(0.66620976), 'surprise': np.float32(0.057290662), 'neutral': np.float32(97.65566)}"
334,335,neutral,"{'angry': np.float32(4.5882035e-07), 'disgust': np.float32(3.369535e-14), 'fear': np.float32(5.293172), 'happy': np.float32(0.000185841), 'sad': np.float32(9.874955), 'surprise': np.float32(3.916902e-06), 'neutral': np.float32(84.83169)}"
335,336,happy,"{'angry': np.float32(0.0048985253), 'disgust': np.float32(4.710263e-07), 'fear': np.float32(0.01793208), 'happy': np.float32(99.50483), 'sad': np.float32(0.0008032745), 'surprise': np.float32(0.36799288), 'neutral': np.float32(0.10354489)}"
336,337,happy,"{'angry': np.float32(0.00042200414), 'disgust': np.float32(1.7291947e-08), 'fear': np.float32(0.04569746), 'happy': np.float32(97.89502), 'sad': np.float32(0.00029500615), 'surprise': np.float32(2.0026946), 'neutral': np.float32(0.055878907)}"
337,338,happy,"{'angry': np.float32(0.00025259418), 'disgust': np.float32(9.094333e-09), 'fear': np.float32(0.1704366), 'happy': np.float32(96.27957), 'sad': np.float32(0.0007088524), 'surprise': np.float32(3.542655), 'neutral': np.float32(0.006372545)}"
338,339,happy,"{'angry': np.float32(0.0001271567), 'disgust': np.float32(1.0379453e-08), 'fear': np.float32(0.100927845), 'happy': np.float32(98.59278), 'sad': np.float32(0.00022429605), 'surprise': np.float32(1.302144), 'neutral': np.float32(0.003785758)}"
339,340,happy,"{'angry': np.float32(0.00027692903), 'disgust': np.float32(4.0128374e-08), 'fear': np.float32(0.041362453), 'happy': np.float32(99.73735), 'sad': np.float32(0.0014142551), 'surprise': np.float32(0.21195042), 'neutral': np.float32(0.007650979)}"
340,341,happy,"{'angry': np.float32(0.00027536307), 'disgust': np.float32(5.2626298e-08), 'fear': np.float32(0.024209913), 'happy': np.float32(99.86877), 'sad': np.float32(0.0007517924), 'surprise': np.float32(0.08150778), 'neutral': np.float32(0.024489922)}"
341,342,happy,"{'angry': np.float32(0.0018251471), 'disgust': np.float32(2.233514e-07), 'fear': np.float32(0.05201867), 'happy': np.float32(99.78922), 'sad': np.float32(0.0020213292), 'surprise': np.float32(0.102520026), 'neutral': np.float32(0.052395817)}"
342,343,happy,"{'angry': np.float32(0.00079965376), 'disgust': np.float32(3.261448e-08), 'fear': np.float32(0.007864312), 'happy': np.float32(99.93533), 'sad': np.float32(0.0002161231), 'surprise': np.float32(0.037358046), 'neutral': np.float32(0.018426869)}"
343,344,happy,"{'angry': np.float32(0.010535371), 'disgust': np.float32(4.7558518e-07), 'fear': np.float32(0.08968373), 'happy': np.float32(98.86275), 'sad': np.float32(0.0009695458), 'surprise': np.float32(0.79867977), 'neutral': np.float32(0.23738623)}"
344,345,sad,"{'angry': np.float32(1.8841214), 'disgust': np.float32(1.5867094e-08), 'fear': np.float32(7.5499396), 'happy': np.float32(0.0048622885), 'sad': np.float32(86.45561), 'surprise': np.float32(0.0076670707), 'neutral': np.float32(4.097802)}"
345,346,sad,"{'angry': np.float32(8.305548), 'disgust': np.float32(1.0374151e-05), 'fear': np.float32(19.22385), 'happy': np.float32(0.18377677), 'sad': np.float32(67.83468), 'surprise': np.float32(0.13287362), 'neutral': np.float32(4.319273)}"
346,347,sad,"{'angry': np.float32(1.1832534), 'disgust': np.float32(5.8524914e-09), 'fear': np.float32(5.6743565), 'happy': np.float32(0.0048476593), 'sad': np.float32(84.93502), 'surprise': np.float32(0.00720885), 'neutral': np.float32(8.195325)}"
347,348,happy,"{'angry': np.float32(0.0068138167), 'disgust': np.float32(4.5215003e-07), 'fear': np.float32(0.014892386), 'happy': np.float32(98.58909), 'sad': np.float32(0.0007039124), 'surprise': np.float32(0.9946036), 'neutral': np.float32(0.39388895)}"
348,349,sad,"{'angry': np.float32(4.284696), 'disgust': np.float32(2.2295437e-05), 'fear': np.float32(8.661795), 'happy': np.float32(0.081578635), 'sad': np.float32(81.04256), 'surprise': np.float32(0.052954137), 'neutral': np.float32(5.876405)}"
349,350,neutral,"{'angry': np.float32(0.17677432), 'disgust': np.float32(4.843748e-06), 'fear': np.float32(0.7521204), 'happy': np.float32(0.24155794), 'sad': np.float32(0.6327804), 'surprise': np.float32(0.007521182), 'neutral': np.float32(98.18924)}"
350,351,sad,"{'angry': np.float32(0.0003304812), 'disgust': np.float32(7.205415e-10), 'fear': np.float32(19.107817), 'happy': np.float32(0.014277975), 'sad': np.float32(78.624), 'surprise': np.float32(0.00062251143), 'neutral': np.float32(2.25296)}"
351,352,neutral,"{'angry': np.float32(0.7216011), 'disgust': np.float32(0.00031244793), 'fear': np.float32(8.1703825), 'happy': np.float32(0.8321785), 'sad': np.float32(3.6697342), 'surprise': np.float32(0.03858478), 'neutral': np.float32(86.56721)}"
352,353,happy,"{'angry': np.float32(0.0014777196), 'disgust': np.float32(1.059191e-07), 'fear': np.float32(0.056122262), 'happy': np.float32(99.33121), 'sad': np.float32(0.0009992688), 'surprise': np.float32(0.4879857), 'neutral': np.float32(0.122207485)}"
353,354,happy,"{'angry': np.float32(0.009970621), 'disgust': np.float32(1.4727952e-06), 'fear': np.float32(0.07346886), 'happy': np.float32(98.24584), 'sad': np.float32(0.006253157), 'surprise': np.float32(1.2673668), 'neutral': np.float32(0.39709732)}"
354,355,happy,"{'angry': np.float32(0.026606228), 'disgust': np.float32(4.795661e-06), 'fear': np.float32(0.056751482), 'happy': np.float32(96.25761), 'sad': np.float32(0.00561922), 'surprise': np.float32(3.4108222), 'neutral': np.float32(0.24258068)}"
355,356,happy,"{'angry': np.float32(0.074525796), 'disgust': np.float32(2.5468125e-06), 'fear': np.float32(0.07992813), 'happy': np.float32(92.653824), 'sad': np.float32(0.015575038), 'surprise': np.float32(6.4391675), 'neutral': np.float32(0.73698443)}"
356,357,happy,"{'angry': np.float32(0.48281974), 'disgust': np.float32(4.446626e-06), 'fear': np.float32(0.08143325), 'happy': np.float32(93.152695), 'sad': np.float32(0.037705343), 'surprise': np.float32(4.600146), 'neutral': np.float32(1.6452016)}"
357,358,happy,"{'angry': np.float32(0.09080572), 'disgust': np.float32(1.6182526e-06), 'fear': np.float32(0.123205535), 'happy': np.float32(71.04701), 'sad': np.float32(0.009119136), 'surprise': np.float32(28.260872), 'neutral': np.float32(0.46898606)}"
358,359,happy,"{'angry': np.float32(0.060724262), 'disgust': np.float32(3.4767734e-06), 'fear': np.float32(0.11707207), 'happy': np.float32(97.31025), 'sad': np.float32(0.018876823), 'surprise': np.float32(2.0841749), 'neutral': np.float32(0.40889665)}"
359,360,happy,"{'angry': np.float32(0.014620446), 'disgust': np.float32(6.549417e-06), 'fear': np.float32(0.059631053), 'happy': np.float32(97.10308), 'sad': np.float32(0.033451762), 'surprise': np.float32(2.119096), 'neutral': np.float32(0.67011696)}"
360,361,happy,"{'angry': np.float32(0.0069108424), 'disgust': np.float32(1.6071283e-06), 'fear': np.float32(0.037878785), 'happy': np.float32(94.49914), 'sad': np.float32(0.010178849), 'surprise': np.float32(5.09256), 'neutral': np.float32(0.35332733)}"
361,362,happy,"{'angry': np.float32(0.00288221), 'disgust': np.float32(2.8575855e-07), 'fear': np.float32(0.024222488), 'happy': np.float32(95.54592), 'sad': np.float32(0.0024945613), 'surprise': np.float32(4.2423882), 'neutral': np.float32(0.18208809)}"
362,363,happy,"{'angry': np.float32(0.04625119), 'disgust': np.float32(2.0175896e-06), 'fear': np.float32(0.016735056), 'happy': np.float32(98.53075), 'sad': np.float32(0.0035692337), 'surprise': np.float32(1.0017048), 'neutral': np.float32(0.4009924)}"
363,364,happy,"{'angry': np.float32(0.019540602), 'disgust': np.float32(2.1100761e-06), 'fear': np.float32(0.32479846), 'happy': np.float32(98.32908), 'sad': np.float32(0.05543444), 'surprise': np.float32(0.9470989), 'neutral': np.float32(0.32404554)}"
364,365,happy,"{'angry': np.float32(0.001709645), 'disgust': np.float32(3.0102882e-07), 'fear': np.float32(0.053120386), 'happy': np.float32(99.63533), 'sad': np.float32(0.022277731), 'surprise': np.float32(0.20333563), 'neutral': np.float32(0.08423061)}"
365,366,happy,"{'angry': np.float32(0.0022712522), 'disgust': np.float32(1.5745994e-07), 'fear': np.float32(0.09318538), 'happy': np.float32(99.28685), 'sad': np.float32(0.00837875), 'surprise': np.float32(0.502095), 'neutral': np.float32(0.10722129)}"
366,367,neutral,"{'angry': np.float32(0.14668244), 'disgust': np.float32(3.3453245e-05), 'fear': np.float32(1.1002444), 'happy': np.float32(0.7923553), 'sad': np.float32(2.1489863), 'surprise': np.float32(0.005980578), 'neutral': np.float32(95.805725)}"
367,368,happy,"{'angry': np.float32(0.5332684), 'disgust': np.float32(0.00079105346), 'fear': np.float32(0.15844363), 'happy': np.float32(88.72474), 'sad': np.float32(0.1352254), 'surprise': np.float32(6.9216356), 'neutral': np.float32(3.5258942)}"
368,369,neutral,"{'angry': np.float32(0.64884394), 'disgust': np.float32(5.0225294e-06), 'fear': np.float32(1.4244934), 'happy': np.float32(1.2167403), 'sad': np.float32(0.69975245), 'surprise': np.float32(0.5091667), 'neutral': np.float32(95.50099)}"
369,370,happy,"{'angry': np.float32(0.03623893), 'disgust': np.float32(1.8944089e-05), 'fear': np.float32(0.32156646), 'happy': np.float32(84.93692), 'sad': np.float32(0.04367262), 'surprise': np.float32(12.543444), 'neutral': np.float32(2.11814)}"
370,371,happy,"{'angry': np.float32(0.0041572116), 'disgust': np.float32(2.6851265e-07), 'fear': np.float32(0.9225992), 'happy': np.float32(85.19672), 'sad': np.float32(0.0070709675), 'surprise': np.float32(13.449199), 'neutral': np.float32(0.42026135)}"
371,372,happy,"{'angry': np.float32(0.002353647), 'disgust': np.float32(4.5772154e-07), 'fear': np.float32(0.24426046), 'happy': np.float32(98.74358), 'sad': np.float32(0.00786313), 'surprise': np.float32(0.70038146), 'neutral': np.float32(0.3015584)}"
372,373,happy,"{'angry': np.float32(0.013813812), 'disgust': np.float32(4.6935725e-06), 'fear': np.float32(0.1877329), 'happy': np.float32(98.739456), 'sad': np.float32(0.015249461), 'surprise': np.float32(0.52070016), 'neutral': np.float32(0.52305126)}"
373,374,happy,"{'angry': np.float32(0.10544891), 'disgust': np.float32(5.0525312e-05), 'fear': np.float32(0.10786173), 'happy': np.float32(97.3485), 'sad': np.float32(0.027523223), 'surprise': np.float32(0.59700817), 'neutral': np.float32(1.8136023)}"
374,375,happy,"{'angry': np.float32(0.11204051), 'disgust': np.float32(4.7865055e-05), 'fear': np.float32(0.17202212), 'happy': np.float32(97.857735), 'sad': np.float32(0.02532351), 'surprise': np.float32(0.7181615), 'neutral': np.float32(1.1146561)}"
375,376,happy,"{'angry': np.float32(0.38963735), 'disgust': np.float32(8.45899e-05), 'fear': np.float32(0.04700636), 'happy': np.float32(98.40472), 'sad': np.float32(0.017251832), 'surprise': np.float32(0.26711676), 'neutral': np.float32(0.8741876)}"
376,377,neutral,"{'angry': np.float32(3.623824), 'disgust': np.float32(0.000357975), 'fear': np.float32(20.047546), 'happy': np.float32(6.0877366), 'sad': np.float32(18.129988), 'surprise': np.float32(3.4746542), 'neutral': np.float32(48.6359)}"
377,378,happy,"{'angry': np.float32(0.00210275), 'disgust': np.float32(7.3292375e-07), 'fear': np.float32(0.02238439), 'happy': np.float32(99.82139), 'sad': np.float32(0.00336315), 'surprise': np.float32(0.07318249), 'neutral': np.float32(0.077581845)}"
378,379,neutral,"{'angry': np.float32(0.17755309), 'disgust': np.float32(7.566686e-08), 'fear': np.float32(0.24655543), 'happy': np.float32(0.025755975), 'sad': np.float32(1.0221573), 'surprise': np.float32(0.0018299068), 'neutral': np.float32(98.52615)}"
379,380,neutral,"{'angry': np.float32(0.086334504), 'disgust': np.float32(7.2838446e-07), 'fear': np.float32(0.15335296), 'happy': np.float32(0.07725664), 'sad': np.float32(1.5722328), 'surprise': np.float32(0.00076075), 'neutral': np.float32(98.11006)}"
380,381,sad,"{'angry': np.float32(0.0016664288), 'disgust': np.float32(1.594448e-09), 'fear': np.float32(1.4677278), 'happy': np.float32(19.395117), 'sad': np.float32(56.055634), 'surprise': np.float32(2.3913324e-05), 'neutral': np.float32(23.079834)}"
381,382,neutral,"{'angry': np.float32(0.2490554), 'disgust': np.float32(1.9703406e-05), 'fear': np.float32(3.0345314), 'happy': np.float32(1.1387678), 'sad': np.float32(4.3103876), 'surprise': np.float32(0.0069873966), 'neutral': np.float32(91.260254)}"
382,383,neutral,"{'angry': np.float32(0.083895974), 'disgust': np.float32(3.6832007e-05), 'fear': np.float32(0.745116), 'happy': np.float32(2.3132582), 'sad': np.float32(0.70864534), 'surprise': np.float32(0.015530611), 'neutral': np.float32(96.133514)}"
383,384,happy,"{'angry': np.float32(0.014418711), 'disgust': np.float32(2.4178424e-05), 'fear': np.float32(0.08362824), 'happy': np.float32(99.57687), 'sad': np.float32(0.001999168), 'surprise': np.float32(0.2277249), 'neutral': np.float32(0.09532337)}"
384,385,happy,"{'angry': np.float32(0.0054710293), 'disgust': np.float32(3.2067256e-08), 'fear': np.float32(0.037857864), 'happy': np.float32(99.762695), 'sad': np.float32(0.0002114251), 'surprise': np.float32(0.042923458), 'neutral': np.float32(0.1508467)}"
385,386,happy,"{'angry': np.float32(0.12864804), 'disgust': np.float32(8.545164e-06), 'fear': np.float32(0.15778378), 'happy': np.float32(97.65173), 'sad': np.float32(0.014938156), 'surprise': np.float32(1.7721845), 'neutral': np.float32(0.27470326)}"
386,387,happy,"{'angry': np.float32(0.20436983), 'disgust': np.float32(2.256858e-06), 'fear': np.float32(0.097401336), 'happy': np.float32(98.609505), 'sad': np.float32(0.06451517), 'surprise': np.float32(0.48553175), 'neutral': np.float32(0.53866875)}"
387,388,happy,"{'angry': np.float32(0.029695535), 'disgust': np.float32(6.7467736e-06), 'fear': np.float32(0.03644621), 'happy': np.float32(99.14683), 'sad': np.float32(0.023385132), 'surprise': np.float32(0.37610325), 'neutral': np.float32(0.38752913)}"
388,389,happy,"{'angry': np.float32(0.009317069), 'disgust': np.float32(4.709363e-06), 'fear': np.float32(0.06831791), 'happy': np.float32(99.203064), 'sad': np.float32(0.020916736), 'surprise': np.float32(0.35715654), 'neutral': np.float32(0.34122276)}"
389,390,happy,"{'angry': np.float32(0.0024583293), 'disgust': np.float32(3.665325e-07), 'fear': np.float32(0.16270213), 'happy': np.float32(99.06143), 'sad': np.float32(0.008243428), 'surprise': np.float32(0.486104), 'neutral': np.float32(0.27906168)}"
390,391,happy,"{'angry': np.float32(0.0044326577), 'disgust': np.float32(2.7337578e-07), 'fear': np.float32(0.055073187), 'happy': np.float32(98.72319), 'sad': np.float32(0.0047306237), 'surprise': np.float32(0.79336303), 'neutral': np.float32(0.41920957)}"
391,392,happy,"{'angry': np.float32(0.004126449), 'disgust': np.float32(3.3952148e-09), 'fear': np.float32(1.336419), 'happy': np.float32(88.5713), 'sad': np.float32(0.008901093), 'surprise': np.float32(7.809929), 'neutral': np.float32(2.2693286)}"
392,393,happy,"{'angry': np.float32(0.0032754217), 'disgust': np.float32(2.4558278e-10), 'fear': np.float32(4.4111123), 'happy': np.float32(83.96995), 'sad': np.float32(0.010433289), 'surprise': np.float32(10.126692), 'neutral': np.float32(1.478546)}"
393,394,happy,"{'angry': np.float32(0.0014991149), 'disgust': np.float32(5.1192867e-10), 'fear': np.float32(0.45123148), 'happy': np.float32(98.9065), 'sad': np.float32(0.0018282117), 'surprise': np.float32(0.3458412), 'neutral': np.float32(0.29309347)}"
394,395,happy,"{'angry': np.float32(0.0009471332), 'disgust': np.float32(3.6106806e-09), 'fear': np.float32(0.3376172), 'happy': np.float32(99.46914), 'sad': np.float32(0.0024682516), 'surprise': np.float32(0.0943983), 'neutral': np.float32(0.09543042)}"
395,396,happy,"{'angry': np.float32(0.03227817), 'disgust': np.float32(1.3973357e-07), 'fear': np.float32(2.5922534), 'happy': np.float32(89.58269), 'sad': np.float32(0.005144227), 'surprise': np.float32(7.4370766), 'neutral': np.float32(0.35056287)}"
